agency,budget_type,appropriation_id,enacted_amount,enacted_type,text,page,description,year
OFFICE FOR THE AGING,AID TO LOCALITIES,10751,50000.0,appropriation,"44 (10751) ... 50,000 ................................... (re. $50,000)",33,Enacted appropriation should appear as reappropriation in executive budget,2022
OFFICE FOR THE AGING,AID TO LOCALITIES,10751,50000.0,appropriation,"44 (10751) ... 50,000 ................................... (re. $50,000)",33,Enacted appropriation should appear as reappropriation in executive budget,2022
OFFICE FOR THE AGING,AID TO LOCALITIES,10751,50000.0,reappropriation,"44 (10751) ... 50,000 ................................... (re. $50,000)",33,Enacted reappropriation should appear as reappropriation in executive budget,2022
OFFICE FOR THE AGING,AID TO LOCALITIES,10751,50000.0,reappropriation,"44 (10751) ... 50,000 ................................... (re. $50,000)",33,Enacted reappropriation should appear as reappropriation in executive budget,2022
OFFICE FOR THE AGING,AID TO LOCALITIES,10846,100000.0,appropriation,"46 (10846) ... 100,000 ................................. (re. $100,000)",33,Enacted appropriation should appear as reappropriation in executive budget,2022
OFFICE FOR THE AGING,AID TO LOCALITIES,10846,100000.0,appropriation,"46 (10846) ... 100,000 ................................. (re. $100,000)",33,Enacted appropriation should appear as reappropriation in executive budget,2022
OFFICE FOR THE AGING,AID TO LOCALITIES,10846,100000.0,appropriation,"46 (10846) ... 100,000 ................................. (re. $100,000)",33,Enacted appropriation should appear as reappropriation in executive budget,2022
OFFICE FOR THE AGING,AID TO LOCALITIES,10846,100000.0,reappropriation,"46 (10846) ... 100,000 ................................. (re. $100,000)",33,Enacted reappropriation should appear as reappropriation in executive budget,2022
OFFICE FOR THE AGING,AID TO LOCALITIES,10846,100000.0,reappropriation,"46 (10846) ... 100,000 ................................. (re. $100,000)",33,Enacted reappropriation should appear as reappropriation in executive budget,2022
OFFICE FOR THE AGING,AID TO LOCALITIES,10753,1000000.0,appropriation,"19 (10753) ... 1,000,000 ............................... (re. $595,000)",34,Enacted appropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10753,1000000.0,appropriation,"19 (10753) ... 1,000,000 ............................... (re. $595,000)",34,Enacted appropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10753,1000000.0,appropriation,"19 (10753) ... 1,000,000 ............................... (re. $595,000)",34,Enacted appropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10753,595000.0,reappropriation,"19 (10753) ... 1,000,000 ............................... (re. $595,000)",34,Enacted reappropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10753,595000.0,reappropriation,"19 (10753) ... 1,000,000 ............................... (re. $595,000)",34,Enacted reappropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10717,675000.0,appropriation,"27 services (10717) ... 675,000 ........................ (re. $215,000)",38,Enacted appropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10717,675000.0,appropriation,"27 services (10717) ... 675,000 ........................ (re. $215,000)",38,Enacted appropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10717,675000.0,appropriation,"27 services (10717) ... 675,000 ........................ (re. $215,000)",38,Enacted appropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10717,215000.0,reappropriation,"27 services (10717) ... 675,000 ........................ (re. $215,000)",38,Enacted reappropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10717,215000.0,reappropriation,"27 services (10717) ... 675,000 ........................ (re. $215,000)",38,Enacted reappropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10852,200000.0,appropriation,"29 (10852) ... 200,000 ................................. (re. $200,000)",38,Enacted appropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10852,200000.0,appropriation,"29 (10852) ... 200,000 ................................. (re. $200,000)",38,Enacted appropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10852,200000.0,appropriation,"29 (10852) ... 200,000 ................................. (re. $200,000)",38,Enacted appropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10852,200000.0,reappropriation,"29 (10852) ... 200,000 ................................. (re. $200,000)",38,Enacted reappropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10852,200000.0,reappropriation,"29 (10852) ... 200,000 ................................. (re. $200,000)",38,Enacted reappropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10701,100000.0,appropriation,"31 program (10701) ... 100,000 ......................... (re. $100,000)",38,Enacted appropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10701,100000.0,appropriation,"31 program (10701) ... 100,000 ......................... (re. $100,000)",38,Enacted appropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10701,100000.0,appropriation,"31 program (10701) ... 100,000 ......................... (re. $100,000)",38,Enacted appropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10701,100000.0,reappropriation,"31 program (10701) ... 100,000 ......................... (re. $100,000)",38,Enacted reappropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10701,100000.0,reappropriation,"31 program (10701) ... 100,000 ......................... (re. $100,000)",38,Enacted reappropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10846,100000.0,appropriation,"33 (10846) ... 100,000 ................................. (re. $100,000)",38,Enacted appropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10846,100000.0,appropriation,"33 (10846) ... 100,000 ................................. (re. $100,000)",38,Enacted appropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10846,100000.0,appropriation,"33 (10846) ... 100,000 ................................. (re. $100,000)",38,Enacted appropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10846,100000.0,reappropriation,"33 (10846) ... 100,000 ................................. (re. $100,000)",38,Enacted reappropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10846,100000.0,reappropriation,"33 (10846) ... 100,000 ................................. (re. $100,000)",38,Enacted reappropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10728,18000.0,appropriation,"46 point (10728) ... 18,000 ............................. (re. $18,000)",38,Enacted appropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10728,18000.0,appropriation,"46 point (10728) ... 18,000 ............................. (re. $18,000)",38,Enacted appropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10728,18000.0,appropriation,"46 point (10728) ... 18,000 ............................. (re. $18,000)",38,Enacted appropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10728,18000.0,reappropriation,"46 point (10728) ... 18,000 ............................. (re. $18,000)",38,Enacted reappropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10728,18000.0,reappropriation,"46 point (10728) ... 18,000 ............................. (re. $18,000)",38,Enacted reappropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10711,90000.0,appropriation,"4 (10711) ... 90,000 ................................... (re. $90,000)",39,Enacted appropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10711,90000.0,appropriation,"4 (10711) ... 90,000 ................................... (re. $90,000)",39,Enacted appropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10711,90000.0,appropriation,"4 (10711) ... 90,000 ................................... (re. $90,000)",39,Enacted appropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10711,90000.0,reappropriation,"4 (10711) ... 90,000 ................................... (re. $90,000)",39,Enacted reappropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10711,90000.0,reappropriation,"4 (10711) ... 90,000 ................................... (re. $90,000)",39,Enacted reappropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10837,90000.0,appropriation,"6 Aged (10837) ... 90,000 .............................. (re. $90,000)",39,Enacted appropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10837,90000.0,appropriation,"6 Aged (10837) ... 90,000 .............................. (re. $90,000)",39,Enacted appropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10837,90000.0,appropriation,"6 Aged (10837) ... 90,000 .............................. (re. $90,000)",39,Enacted appropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10837,90000.0,reappropriation,"6 Aged (10837) ... 90,000 .............................. (re. $90,000)",39,Enacted reappropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10837,90000.0,reappropriation,"6 Aged (10837) ... 90,000 .............................. (re. $90,000)",39,Enacted reappropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10712,150000.0,appropriation,"14 (10712) ... 150,000 .................................. (re. $78,000)",39,Enacted appropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10712,150000.0,appropriation,"14 (10712) ... 150,000 .................................. (re. $78,000)",39,Enacted appropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10712,150000.0,appropriation,"14 (10712) ... 150,000 .................................. (re. $78,000)",39,Enacted appropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10712,78000.0,reappropriation,"14 (10712) ... 150,000 .................................. (re. $78,000)",39,Enacted reappropriation should appear as reappropriation in executive budget,2021
OFFICE FOR THE AGING,AID TO LOCALITIES,10712,78000.0,reappropriation,"14 (10712) ... 150,000 .................................. (re. $78,000)",39,Enacted reappropriation should appear as reappropriation in executive budget,2021
